codprod,codmarca,codepto,codsec
14982,39,10002,10031
15016,39,10002,10032
15017,47,10002,10034
14555,52,1,10040
14729,39,10010,10028
14938,39,10002,10033
14939,39,10002,10033
14529,28,1,10040
79,43,10010,10028
14539,20,1,10040
14803,1,1,10040
14818,39,10002,10018
14825,88,1,10040
14961,39,10002,10034
14940,39,10002,10033
14941,39,10002,10033
14540,86,1,10040
14541,20,1,10041
14542,1,1,10040
914542,1,1,10040
14546,39,10002,10031
14826,39,10010,10028
14962,13,3,10046
14730,86,1,10040
14942,39,10002,10033
14943,39,10002,10031
14547,39,10002,10031
14553,28,1,10040
14554,39,10010,10028
15009,34,10006,10013
14712,51,10002,10034
14944,39,10002,10031
14958,39,10002,10018
14959,39,10002,10018
14622,52,1,10041
14795,95,1,10040
14802,1,1,10040
14701,52,1,10040
914920,1,1,10040
14955,95,1,10041
15020,3,1,10041
14773,1,2,10043
14777,39,10002,10034
14771,52,1,10040
14778,86,1,10040
14907,39,10002,10018
14705,85,1,10040
14972,95,1,10041
14655,52,1,10040
14656,39,10002,10033
14915,2,1,10041
15015,52,1,10040
14304,39,10002,10033
14916,1,2,10043
14917,1,2,10043
14918,1,2,10043
13119,44,1,10040
13007,2,1,10040
13118,39,10002,10031
913963,1,1,10040
13134,39,10002,10031
913964,1,1,10040
13008,2,1,10040
13979,6,10006,10011
13980,6,10006,10011
13981,39,10002,10033
13949,39,10002,10018
13964,1,1,10040
13982,39,10002,10033
12931,1,1,10040
912822,1,1,10040
912878,1,1,10040
14007,66,10002,10032
7582,2,1,10040
7619,4,3,10046
13928,39,10002,10038
13929,39,10002,10038
7621,1,10006,10011
12099,2,1,10040
7620,1,2,10043
912865,1,1,10040
1958,4,10006,10011
1959,40,10006,10011
1960,36,10006,10013
591,1,10006,10013
593,1,2,10043
596,1,2,10043
598,1,10006,10013
599,1,10006,10011
600,1,10006,10011
712,1,10006,10013
713,1,10006,10011
1400,4,2,10045
1401,4,2,10045
1402,4,2,10045
1403,4,2,10045
1404,4,10006,10013
1405,4,10006,10013
12873,1,1,10040
1406,4,10006,10013
1407,4,10006,10013
1408,4,10006,10011
1409,4,10006,10011
1410,4,10006,10011
1411,4,10006,10011
7566,21,1,10041
1976,4,10006,10011
129032,1,1,10040
13006,2,1,10040
13091,36,10006,10013
13092,5,10006,10011
1984,4,10006,10013
12921,10,2,10045
12922,3,1,10040
12923,9,2,10045
12924,3,1,10042
12098,2,1,10040
12690,1,1,10041
12691,3,1,10040
12692,3,1,10040
12693,1,1,10040
12694,1,1,10040
2010,6,10006,10011
3568,36,10006,10013
2770,1,2,10043
2771,1,10006,10011
2772,1,10006,10013
3169,1,2,10043
1869,4,2,10045
3636,10,2,10045
2181,36,10006,10013
3473,4,2,10045
3474,4,10006,10011
3100,6,10006,10011
3992,1,2,10043
2808,1,2,10043
12920,9,2,10045
12824,1,1,10040
12835,1,1,10040
912835,1,1,10040
912524,1,1,10040
12836,1,1,10040
97801,1,1,10040
912810,1,1,10040
12829,1,1,10040
12830,1,1,10040
12831,1,1,10040
12832,1,1,10041
12894,27,1,10041
12897,27,1,10041
12811,1,1,10040
12822,1,1,10040
12825,1,1,10040
12833,3,1,10040
12834,2,2,10043
12895,27,1,10040
12896,27,1,10041
12806,7,2,10045
12813,3,1,10041
12837,1,1,10040
12838,3,1,10041
12839,1,1,10041
12889,27,1,10040
12808,35,10006,10013
12809,8,10006,10011
12826,1,1,10040
912826,1,1,10040
12827,1,1,10040
12890,27,1,10040
10891,27,1,10040
12892,27,1,10040
12812,3,1,10040
12814,3,1,10041
12815,1,1,10040
12816,1,1,10040
912482,1,1,10040
12828,1,1,10040
13094,1,1,10040
12807,18,10011,10047
12810,1,1,10040
12817,1,1,10040
12818,1,1,10040
12819,1,1,10040
12820,3,1,10041
12821,1,1,10040
912693,1,1,10040
12823,1,1,10040
14601,13,1,10040
14370,93,1,10040
14371,26,1,10040
14372,26,1,10040
14373,26,1,10040
14374,39,10002,10032
14524,39,10002,10033
14308,14,2,10043
14892,39,10002,10018
14375,39,10002,10031
14376,39,10010,10028
14377,39,10010,10028
14378,39,10002,10033
14458,13,1,10040
14448,13,1,10040
14525,39,10002,10033
14526,39,10002,10033
14893,39,10002,10018
14828,39,10002,10032
14830,42,2,10045
14311,80,1,10040
14344,13,2,10043
14338,26,2,10043
14450,13,1,10040
14451,13,1,10041
14453,14,1,10041
14527,52,1,10042
14808,93,1,10040
14829,86,1,10041
14914,92,10002,10034
14894,39,10002,10033
14895,39,10002,10033
14807,39,10010,10028
14896,39,10002,10032
14897,39,10002,10032
14323,59,1,10040
14561,47,10002,10034
14950,1,1,10041
914950,1,1,10041
14951,1,1,10040
914951,1,1,10040
14952,1,1,10041
914952,1,1,10041
14953,1,1,10040
14462,13,1,10040
14463,13,1,10041
14464,13,1,10041
14465,13,1,10040
14466,13,1,10040
14522,18,3,10046
14780,27,1,10040
14983,39,10002,10035
914953,1,1,10040
14954,1,1,10040
914954,1,1,10040
14467,81,1,10040
14468,13,1,10040
14518,52,2,10043
14519,39,1,10041
14520,39,10002,10033
14970,91,10010,10028
14335,27,1,10040
14336,27,1,10040
14337,27,1,10040
15007,39,10002,10018
14960,26,1,10041
14283,74,2,10045
14284,74,2,10045
14285,74,2,10045
14883,39,10002,10031
14884,39,10002,10031
14973,39,10002,10033
14977,20,1,10041
14885,39,10002,10033
14886,39,10002,10033
14971,39,10002,10035
14976,52,2,10043
14887,39,10002,10034
14888,39,10002,10032
14232,39,10002,10033
14233,39,10002,10033
14234,39,10002,10033
14235,39,10002,10033
14236,39,10002,10033
14759,39,10002,10031
14237,39,10002,10033
14238,39,10002,10033
14239,39,10010,10028
14240,39,10010,10028
14789,39,10010,10028
14365,26,1,10040
14366,26,1,10040
14367,26,1,10040
14368,26,1,10040
14369,26,1,10040
14523,39,10010,10028
14889,39,10002,10033
14890,39,10002,10033
14891,39,10002,10018
12919,27,1,10040
12933,2,1,10040
97757,1,1,10040
13160,39,10002,10033
1300,7,2,10045
912849,1,1,10040
12901,27,1,10041
12902,27,1,10041
12903,27,1,10041
12904,27,1,10041
12905,27,2,10043
12906,27,2,10045
12907,27,2,10045
12908,27,2,10045
12909,27,2,10045
12930,2,1,10042
12937,7,2,10045
12938,1,1,10040
912823,1,1,10040
912811,1,1,10040
12935,1,1,10041
912827,1,1,10040
912631,1,1,10040
912189,1,1,10040
12940,39,10008,10026
14280,18,10011,10047
12934,2,1,10040
1301,7,2,10045
1302,7,2,10045
1303,7,2,10045
12936,1,1,10040
97781,3,1,10042
12910,27,1,10040
12911,27,1,10040
12912,27,1,10040
12913,27,1,10040
12914,27,1,10040
12915,27,1,10040
12916,27,1,10040
12917,27,1,10041
12918,27,1,10040
913089,1,1,10040
14244,14,2,10043
14245,14,2,10043
14247,13,3,10046
14268,72,10010,10028
75,43,10010,10028
13921,39,10002,10034
912815,1,1,10040
912817,1,1,10040
13927,39,10002,10018
12955,39,10003,10014
12988,39,10010,10028
12989,39,10002,10032
12995,39,10002,10033
12997,39,10002,10033
13004,39,10002,10031
13933,39,10002,10038
912088,1,1,10041
13049,39,10002,10032
13329,39,10002,10033
13330,39,10002,10033
13331,39,10002,10033
13332,39,10002,10033
12957,39,10002,10018
12958,39,10003,10014
13491,39,10010,10028
914289,3,1,10041
12972,39,10002,10033
12973,39,10002,10033
12974,39,10002,10033
12975,39,10002,10033
12976,39,10002,10033
12977,39,10002,10033
12978,39,10002,10033
13117,44,1,10041
13396,39,10002,10033
13048,39,10002,10032
13333,39,10002,10033
13334,39,10002,10033
13340,39,10002,10033
13341,39,10002,10038
13342,39,10002,10031
13973,39,10002,10033
13470,39,10002,10032
13471,39,10002,10031
13472,39,10002,10031
13473,39,10002,10031
13934,39,10002,10038
13935,39,10002,10038
13936,39,10002,10038
12948,39,10002,10033
12949,39,10002,10032
12950,39,10002,10031
12951,39,10002,10031
12952,39,10002,10032
13726,90,10002,10034
12979,39,10002,10033
12980,39,10002,10033
12981,39,10002,10033
12982,39,10002,10036
12984,39,10002,10036
12985,39,10002,10032
13397,39,10002,10033
13398,39,10002,10033
13343,39,10002,10038
13344,39,10002,10031
13345,39,10002,10031
13346,39,10002,10031
13347,39,10002,10034
13348,39,10002,10034
13975,19,1,10041
13296,39,10002,10031
13474,39,10002,10033
13475,39,10002,10032
13476,39,10002,10033
13477,39,10002,10031
13479,39,10010,10028
13937,39,10002,10033
13126,39,10002,10031
13492,39,10010,10028
13493,39,10010,10028
13494,39,10010,10028
12986,39,10002,10033
12987,39,10002,10033
13399,39,10002,10038
13402,39,10002,10038
13404,39,10002,10038
13250,39,10002,10035
13251,39,10002,10035
13252,39,10002,10035
13253,39,10002,10035
13254,39,10002,10035
13255,39,10002,10035
13974,63,1,10041
12998,39,10002,10031
13359,39,10002,10031
13360,39,10002,10031
14158,39,10002,10032
14159,39,10002,10033
13405,39,10002,10038
13406,39,10002,10038
13407,39,10002,10038
13408,39,10002,10038
13409,39,10002,10038
13256,39,10002,10035
13257,39,10002,10032
13258,39,10002,10032
13259,39,10002,10032
13976,39,10002,10033
13361,39,10002,10031
13362,39,10002,10031
14160,39,10002,10033
14161,39,10002,10033
13410,39,10002,10038
13411,39,10002,10038
13412,39,10002,10033
13413,39,10002,10033
13414,39,10002,10033
13415,39,10002,10033
14074,39,10010,10028
13260,39,10002,10032
13261,39,10002,10032
13262,39,10002,10032
13263,39,10002,10032
13264,39,10002,10032
13265,39,10002,10032
13941,39,10002,10038
13047,39,10002,10036
13363,47,10002,10034
13364,90,10002,10034
13365,47,10002,10034
14545,13,2,10043
13416,39,10002,10033
13417,39,10002,10033
13418,39,10002,10035
13419,39,10002,10035
13420,39,10002,10031
14075,12,10011,10047
13024,44,1,10041
13025,44,1,10040
13026,44,1,10040
13027,44,1,10040
13028,44,1,10040
13029,44,1,10040
13266,39,10002,10032
13267,39,10002,10032
10059,39,10005,10016
13366,39,10002,10033
14603,39,10002,10038
14604,39,10002,10038
13421,39,10002,10031
13422,39,10002,10031
13423,39,10002,10033
13424,39,10002,10034
13425,39,10002,10034
13426,39,10002,10034
14076,18,3,10046
13030,44,1,10040
13031,44,1,10040
13033,44,1,10040
13034,44,1,10040
13035,44,1,10041
97798,1,1,10041
912215,1,1,10040
13480,39,10010,10028
13481,39,10010,10028
13482,39,10010,10028
13566,39,10002,10033
13938,39,10002,10034
13939,39,10002,10034
13367,39,10002,10031
13368,39,10002,10031
14605,65,10002,10032
13427,39,10002,10033
13428,39,10002,10033
13429,39,10002,10033
13430,39,10002,10033
13431,39,10002,10032
14216,1,2,10043
912216,1,1,10040
13268,65,10002,10032
13269,39,10002,10032
13270,39,10002,10032
13271,39,10002,10032
13003,39,10002,10031
13950,43,10010,10028
13966,47,10002,10034
13969,39,10003,10014
13977,39,10002,10033
14008,66,10002,10032
14286,1,1,10040
13369,39,10002,10031
13370,39,10002,10031
13371,39,10002,10031
13372,39,10002,10034
14602,39,10002,10038
13432,39,10002,10032
13433,39,10002,10032
13434,39,10002,10032
13435,39,10002,10031
13436,39,10002,10032
13437,39,10002,10031
14225,59,1,10040
13272,39,10002,10032
13273,39,10002,10032
13274,39,10002,10032
13275,39,10002,10032
13276,39,10002,10032
13277,39,10002,10032
13942,39,10010,10028
13943,39,10010,10028
14027,39,10002,10033
14047,13,2,10043
14058,7,10007,10048
14287,75,2,10043
14288,75,2,10043
12953,9,2,10043
13147,39,10002,10033
13148,39,10002,10033
13153,26,2,10043
13373,39,10002,10034
13374,39,10002,10034
13438,39,10002,10031
13439,39,10002,10031
13440,39,10002,10031
13441,39,10002,10034
13442,39,10002,10033
13443,39,10002,10033
13278,65,10002,10032
13279,39,10002,10032
13280,39,10002,10032
13281,39,10002,10032
13282,39,10002,10032
13283,39,10002,10031
14078,39,10002,10033
14294,1,2,10043
14310,79,10006,10013
13375,39,10002,10034
13376,39,10002,10031
13377,39,10002,10031
13378,39,10002,10033
13379,39,10002,10033
13444,39,10002,10031
13445,39,10002,10033
13446,39,10002,10031
13447,39,10002,10031
13448,39,10002,10031
12971,3,1,10041
13284,39,10002,10031
13285,39,10002,10033
13286,39,10002,10033
13287,39,10002,10033
13349,39,10002,10034
13055,77,10006,10011
13781,1,1,10040
14217,13,1,10041
97804,3,1,10041
13198,39,10002,10031
13199,39,10002,10031
13380,39,10002,10033
13381,39,10002,10033
13382,39,10002,10033
13449,39,10002,10033
13450,39,10002,10033
13451,39,10002,10031
13452,39,10002,10031
13453,39,10002,10032
13454,39,10002,10032
13350,39,10002,10034
13351,39,10002,10034
13352,39,10002,10034
13353,39,10002,10034
13354,39,10002,10034
13355,39,10002,10034
13960,18,3,10046
14560,28,1,10040
15011,39,10002,10018
13383,39,10002,10033
13384,39,10002,10033
13385,39,10002,10033
13386,39,10002,10033
13387,39,10002,10038
13388,39,10002,10038
13073,39,10002,10038
13074,39,10002,10038
13075,39,10002,10038
13076,39,10002,10033
13077,39,10002,10033
13078,39,10002,10038
13455,39,10002,10038
13456,39,10002,10033
13356,39,10002,10034
13357,39,10002,10031
13358,39,10002,10035
13459,39,10002,10033
13460,39,10002,10031
13389,39,10002,10033
13390,39,10002,10033
13391,39,10002,10033
13392,39,10002,10033
13393,39,10002,10033
13394,39,10002,10033
13079,39,10002,10033
13080,39,10002,10038
13081,39,10002,10033
13082,39,10002,10033
13083,39,10002,10033
13084,39,10002,10033
913130,26,2,10043
13461,39,10002,10031
13462,39,10002,10031
13463,39,10002,10031
13464,39,10002,10031
13465,39,10002,10031
13466,39,10002,10034
13499,39,10010,10028
13483,39,10010,10028
13484,39,10002,10033
14212,14,3,10046
12959,43,10010,10028
12960,43,10010,10028
12961,43,10010,10028
12963,43,10010,10028
12962,43,10010,10028
12964,43,10010,10028
13170,39,10002,10031
13395,39,10002,10033
13085,39,10002,10033
13086,39,10002,10033
13087,39,10002,10033
913131,26,2,10043
13130,26,2,10043
13131,26,2,10043
13457,39,10002,10033
13458,39,10002,10033
912723,1,1,10041
97803,1,1,10041
97783,3,1,10042
13467,39,10002,10032
13468,39,10002,10032
13469,39,10002,10032
13485,39,10010,10028
13486,39,10010,10028
13487,39,10010,10028
13488,39,10010,10028
13489,39,10010,10028
13490,39,10010,10028
13680,26,2,10043
13724,39,10002,10038
14330,39,10002,10033
14694,91,10010,10028
14695,91,10010,10028
13310,39,10002,10033
13311,39,10002,10033
13312,39,10002,10033
13313,39,10002,10033
14274,39,10002,10018
14275,39,10002,10018
14276,39,10002,10033
13043,44,1,10040
13833,39,10002,10034
14616,39,10002,10033
14617,39,10002,10033
14618,39,10002,10033
14190,13,1,10041
14191,13,1,10041
14192,14,1,10041
14473,13,1,10040
97780,3,1,10041
13102,45,2,10043
13103,26,2,10043
13104,26,2,10043
14733,42,1,10041
14734,39,10002,10035
13314,39,10002,10033
13297,39,10002,10031
13298,39,10002,10031
12999,39,10002,10034
13299,39,10002,10034
13335,39,10002,10034
13679,39,10002,10018
14431,39,10010,10028
14619,39,10002,10033
14620,65,10002,10032
14658,47,10002,10034
13010,44,1,10040
13011,44,1,10040
13012,44,1,10040
13013,44,1,10040
13014,44,1,10041
13015,44,1,10041
13105,26,2,10043
13107,26,2,10043
13106,45,2,10043
13108,45,2,10043
13109,26,2,10043
13110,26,2,10043
14735,39,10002,10035
14036,59,1,10040
14037,59,1,10041
14038,59,1,10041
14039,59,1,10041
14277,39,10002,10035
13654,39,10002,10018
14696,91,10010,10028
14697,91,10010,10028
14698,91,10010,10028
13016,44,1,10040
13017,44,1,10040
13018,44,1,10040
13019,44,1,10041
13020,44,1,10041
13021,44,1,10041
13022,44,1,10041
914092,3,1,10040
13111,26,2,10043
13112,26,2,10043
13113,45,2,10043
13114,45,2,10043
13115,26,2,10043
13168,39,10002,10031
14736,39,10002,10035
12943,39,10002,10031
12944,39,10002,10033
12946,39,10002,10033
12947,39,10002,10031
14278,39,10002,10032
14279,39,10002,10018
13127,39,10002,10031
13128,39,10002,10031
13129,39,10002,10031
14699,91,10010,10028
14700,91,10010,10028
14715,52,1,10041
13023,44,1,10040
13057,77,10006,10011
14092,3,1,10040
14187,13,1,10040
14195,13,1,10040
14196,13,1,10040
14194,14,1,10040
13171,39,10002,10033
13172,39,10002,10033
13173,29,10010,10028
13174,46,10002,10031
13175,39,10002,10031
13176,39,10002,10031
13177,39,10002,10031
14341,39,10002,10018
14342,39,10002,10018
14343,83,10011,10047
14608,65,10002,10032
13159,39,10002,10033
13315,39,10002,10038
13316,39,10002,10038
13317,39,10002,10038
13318,39,10002,10033
13319,39,10002,10033
14722,18,3,10046
13919,2,1,10041
14155,39,10002,10033
14156,71,10002,10034
14197,13,1,10040
14198,13,1,10042
14474,13,1,10040
13178,39,10002,10031
13179,39,10002,10031
13180,47,10002,10034
13181,47,10002,10034
13182,48,10002,10034
13183,48,10002,10034
14737,39,10002,10033
14122,70,10012,10049
14123,70,10012,10049
14609,65,10002,10032
14610,65,10002,10032
13320,39,10002,10033
13321,39,10002,10033
13322,39,10002,10033
13323,39,10002,10033
13324,39,10002,10033
13325,39,10002,10033
13326,39,10002,10033
14213,39,10002,10018
14723,88,1,10040
12954,39,10002,10031
13053,7,2,10045
14165,1,1,10041
14166,1,1,10041
14167,1,1,10041
13184,39,10002,10031
13185,39,10002,10031
13186,39,10002,10031
13187,39,10002,10031
13188,39,10002,10036
13189,39,10002,10031
13190,39,10002,10031
14606,65,10002,10032
14124,70,10012,10049
14125,70,10012,10049
14126,70,10012,10049
14127,70,10012,10049
14128,70,10012,10049
13327,39,10002,10033
13328,39,10002,10033
13336,39,10002,10034
13530,39,10010,10028
13531,39,10010,10028
13532,51,10002,10034
13533,51,10002,10034
14724,52,1,10041
12968,1,1,10041
12969,1,1,10040
14054,8,10006,10011
14168,1,1,10041
14169,1,1,10040
14170,1,1,10040
13202,39,10002,10031
13203,39,10002,10031
13204,39,10002,10031
13205,39,10002,10033
13206,39,10002,10033
13207,39,10002,10033
14607,65,10002,10032
12993,39,10002,10035
13054,77,10006,10011
13058,39,10002,10033
13059,39,10002,10033
13060,39,10002,10033
13061,39,10002,10033
13062,39,10002,10033
13544,39,10002,10038
13545,39,10002,10038
13546,39,10002,10038
13547,39,10002,10038
13548,39,10002,10038
13846,59,1,10040
14171,1,1,10040
14224,47,10002,10034
14476,13,1,10040
14678,91,10010,10028
14679,91,10010,10028
97785,3,1,10042
13208,39,10002,10034
13209,39,10002,10034
13210,39,10002,10034
13211,39,10002,10034
13212,39,10002,10034
13213,39,10002,10033
14269,73,10010,10028
13056,77,10006,10011
13063,39,10002,10033
13065,17,3,10046
13064,39,10002,10033
13066,39,10002,10033
13337,39,10002,10034
13338,39,10002,10034
13339,39,10002,10034
13478,1,1,10040
913478,1,1,10040
13495,39,10010,10028
912090,1,1,10041
14575,14,3,10050
13214,39,10002,10033
13215,39,10002,10031
13216,39,10002,10033
13217,39,10002,10033
13218,39,10002,10033
13219,39,10002,10033
13220,39,10002,10033
14073,39,3,10046
13068,39,10002,10033
13069,39,10002,10033
13070,39,10002,10038
13071,39,10002,10038
14214,35,10006,10013
14397,39,10002,10031
13514,39,10010,10028
13534,51,10002,10034
13535,51,10002,10034
13536,39,10002,10031
13537,39,10002,10031
13538,39,10002,10031
14675,91,10010,10028
14087,12,3,10046
13221,39,10002,10033
13222,39,10002,10033
13223,39,10002,10033
13224,39,10002,10033
13225,39,10002,10033
13226,39,10002,10031
912846,1,1,10041
12990,39,10002,10032
12991,39,10002,10032
12992,39,10002,10032
13002,2,1,10040
13044,39,10002,10031
13045,39,10002,10031
14097,18,10011,10047
97762,1,1,10040
13515,39,10010,10028
13516,39,10010,10028
13517,39,10010,10028
13518,39,10010,10028
941505,1,1,10040
14676,91,10010,10028
13005,12,3,10046
13046,39,10002,10031
14088,12,10011,10047
14089,12,10011,10047
14680,91,10010,10028
13227,39,10002,10031
13228,39,10002,10032
13229,39,10002,10033
13230,39,10002,10033
13231,39,10002,10033
13232,39,10002,10033
13234,39,10002,10033
14083,35,10006,10013
13676,26,1,10040
13677,39,10002,10018
14398,39,10002,10031
14399,39,10002,10031
14492,7,1,10040
14493,7,1,10040
14832,96,10007,10048
13496,39,10010,10028
13498,39,10010,10028
13501,26,2,10043
13502,39,10010,10028
13503,39,10010,10028
13504,39,10010,10028
14677,91,10010,10028
13655,45,2,10043
14681,91,10010,10028
14682,91,10010,10028
14683,91,10010,10028
13233,39,10002,10033
13235,39,10002,10033
13236,39,10002,10033
13237,39,10002,10033
13238,39,10002,10033
13239,39,10002,10033
13240,39,10002,10033
14270,39,10010,10028
13051,7,2,10045
13052,7,2,10045
14565,59,1,10041
13506,39,10002,10033
13507,39,10002,10033
13509,39,10002,10035
13510,39,10002,10032
13539,39,10002,10033
14471,14,1,10040
912840,1,1,10040
13962,39,10002,10031
13965,1,1,10040
913965,1,1,10040
14684,91,10010,10028
13241,39,10002,10033
13242,39,10002,10033
13243,39,10002,10033
13244,39,10002,10038
13245,39,10002,10038
13246,39,10002,10038
14271,43,10010,10028
13678,39,10002,10018
14611,65,10002,10032
14612,65,10002,10032
14613,65,10002,10032
13500,9,2,10045
13519,39,10010,10028
13520,39,10010,10028
13521,39,10010,10028
13522,39,10010,10028
13523,39,10010,10028
14472,14,1,10040
13743,39,10003,10014
14685,91,10010,10028
14686,91,10010,10028
14687,91,10010,10028
14688,91,10010,10028
13247,39,10002,10038
13248,39,10002,10038
13249,39,10002,10038
13303,39,10002,10038
13304,39,10002,10038
13305,39,10002,10038
14272,39,10010,10028
13752,39,10002,10033
14329,74,2,10045
14614,65,10002,10032
14615,39,10002,10033
13505,39,10002,10018
13524,39,10010,10028
13525,39,10010,10028
13526,39,10010,10028
13527,39,10010,10028
13528,39,10010,10028
13529,39,10010,10028
14157,13,2,10043
14094,39,10002,10018
14095,39,10002,10018
14689,91,10010,10028
14690,91,10010,10028
13088,1,1,10040
913088,1,1,10040
13306,39,10002,10038
13307,39,10002,10038
13308,39,10002,10038
13309,39,10002,10038
14273,39,10008,10026
13037,44,1,10040
13038,2,1,10041
13039,2,1,10041
13040,2,1,10041
13041,2,1,10041
13042,2,1,10040
13511,39,10002,10032
13512,39,10002,10031
13513,39,10002,10031
13540,39,10002,10033
13541,39,10002,10033
13542,39,10002,10038
13543,39,10002,10038
14223,39,10002,10018
13009,2,1,10040
13605,28,2,10045
912525,1,1,10041
14691,91,10010,10028
14692,91,10010,10028
14693,91,10010,10028
14259,39,10006,10013
14260,39,10006,10013
14261,34,10006,10013
14262,39,10002,10033
14263,39,10002,10033
13985,65,10002,10032
13986,65,10002,10032
13988,65,10002,10032
13989,65,10002,10032
13990,65,10002,10032
13991,65,10002,10032
13992,65,10002,10032
14509,39,10010,10028
14264,39,10002,10033
14833,96,10006,10011
14902,28,1,10041
14903,39,10002,10036
14904,93,1,10041
14265,39,10002,10018
14266,39,10010,10028
14267,51,10002,10034
14911,39,10002,10031
14912,39,10002,10031
13993,65,10002,10032
13994,65,10002,10032
13995,65,10002,10032
13996,65,10002,10032
13997,65,10002,10032
14510,39,10010,10028
14511,39,10010,10028
14786,86,1,10041
14920,1,1,10040
14921,1,1,10040
914921,1,1,10040
14922,1,1,10040
14913,39,10002,10033
13998,65,10002,10032
13999,65,10002,10032
14000,65,10002,10032
14001,66,10002,10032
14002,66,10002,10032
14003,66,10002,10032
14004,66,10002,10032
14512,39,10010,10028
13958,13,2,10043
14023,35,10006,10013
14024,39,10006,10011
14025,6,10006,10011
14026,32,10006,10013
914922,1,1,10040
14576,52,1,10042
14718,39,10002,10033
14719,39,10002,10033
13987,65,10002,10032
14005,66,10002,10032
14021,1,1,10040
914021,1,1,10040
14028,59,1,10040
14029,59,1,10041
14513,39,10010,10028
14302,39,10002,10033
14923,1,1,10041
914923,1,1,10041
14924,1,1,10041
914924,1,1,10041
14497,13,1,10040
13983,65,10002,10032
14956,88,1,10041
14030,59,1,10040
14031,59,1,10040
14032,59,1,10041
14033,59,1,10041
14034,59,1,10041
97782,3,1,10042
14925,1,1,10041
914925,1,1,10041
14926,1,1,10041
914926,1,1,10041
14557,14,3,10050
14071,39,10002,10033
14121,70,10012,10049
13922,61,10006,10013
13923,39,10006,10011
14309,69,3,10046
14790,94,1,10040
14827,39,10002,10018
14927,1,1,10041
914927,1,1,10041
14752,87,1,10041
14558,7,1,10041
14720,39,10002,10033
14821,7,1,10040
14822,39,10002,10033
14163,14,2,10043
14164,14,2,10043
14188,14,1,10041
14930,42,1,10041
14948,39,10002,10033
13956,39,10002,10018
14162,14,2,10043
14149,4,2,10043
14703,59,1,10041
14538,39,10002,10038
14298,13,2,10043
14299,14,2,10043
14300,13,1,10041
14301,13,2,10043
14061,47,10002,10034
14062,39,10002,10018
14106,70,10012,10049
14107,70,10012,10049
14798,39,10002,10033
14799,52,1,10040
14006,20,3,10046
14108,70,10012,10049
14109,70,10012,10049
14110,70,10012,10049
14111,70,10012,10049
14112,70,10012,10049
14361,52,1,10040
14084,12,10011,10047
14738,7,10007,10048
14783,86,1,10040
14113,70,10012,10049
14114,70,10012,10049
14115,70,10012,10049
14116,70,10012,10049
14117,70,10012,10049
14118,70,10012,10049
14899,39,10002,10018
14934,39,10010,10028
14642,89,1,10041
914154,1,1,10040
14042,39,10002,10033
14148,71,10002,10034
14800,89,1,10041
14765,20,1,10041
14282,39,10002,10018
14533,52,1,10040
14534,26,1,10041
14535,26,1,10041
14986,39,10002,10033
13930,39,10010,10028
13945,39,10010,10028
13946,39,10002,10038
13957,60,2,10043
13984,65,10002,10032
14508,39,10010,10028
14051,39,10002,10033
14052,39,10002,10018
14227,59,1,10040
14228,59,1,10040
14229,59,1,10040
14104,70,10012,10049
14105,70,10012,10049
14130,70,10012,10049
14131,70,10012,10049
14132,70,10012,10049
14133,70,10012,10049
14998,39,10002,10035
15021,52,1,10041
14433,52,10007,10048
14501,39,10002,10033
14502,39,10002,10034
14503,39,10002,10033
14782,26,1,10040
15013,60,2,10043
14134,70,10012,10049
14135,70,10012,10049
14136,70,10012,10049
14137,70,10012,10049
14138,70,10012,10049
14139,70,10012,10049
14140,70,10012,10049
14999,39,10002,10035
14770,88,1,10040
14504,39,10002,10033
14850,39,10002,10031
14984,7,1,10041
14141,70,10012,10049
14142,70,10012,10049
14143,70,10012,10049
14144,70,10012,10049
14145,70,10012,10049
14146,70,10012,10049
14974,88,1,10041
14059,18,3,10046
14208,13,1,10040
14209,14,1,10041
14905,52,1,10040
14898,18,10011,10047
14836,7,3,10046
15000,39,10002,10035
15001,39,10002,10035
14041,18,3,10046
14774,26,1,10040
14928,39,10002,10035
14987,52,10007,10048
13971,14,2,10043
13972,13,2,10043
14908,39,10010,10028
15002,39,10002,10035
15003,39,10002,10035
15004,39,10002,10035
15005,39,10002,10035
14495,13,1,10040
14496,13,1,10040
14851,39,10002,10031
14852,39,10002,10031
14853,39,10002,10031
14988,52,10007,10048
14989,52,1,10040
14845,39,10002,10038
15006,39,10002,10035
14849,39,10002,10031
14854,39,10002,10031
14855,39,10002,10031
14210,80,1,10040
14211,14,1,10040
14345,39,10010,10028
14346,39,10010,10028
14347,39,10010,10028
14348,39,10010,10028
14349,39,10010,10028
14241,39,10010,10028
14242,39,10003,10014
14243,14,2,10043
14856,39,10002,10032
14931,39,10002,10018
14350,39,10010,10028
14351,39,10010,10028
14352,39,10010,10028
14353,39,10010,10028
14354,39,10010,10028
14536,47,10002,10034
912223,1,1,10041
14932,1,2,10043
14355,39,10010,10028
14356,39,10010,10028
14357,39,10010,10028
14358,39,10010,10028
14359,39,10010,10028
14537,47,10002,10034
14096,39,10002,10034
14290,59,1,10040
14291,59,1,10040
14292,59,1,10041
14360,39,10010,10028
14846,39,10002,10038
14847,39,10002,10034
914338,1,1,10040
140906,39,10002,10018
14985,47,10002,10034
14289,1,2,10043
