DATA,CODCLI,CODATV1,ESTENT,CODPROD,CODEPTO,CODSEC,CODMARCA,CODUSUR,QT,PVENDA,VLCUSTOFIN
20/03/2017,15047,202,PE,13858,1,10040,59,36,4,300,218.560759
20/03/2017,33433,131,MA,7710,1,10040,2,179,1,300,206.164287
21/03/2017,7817,202,CE,912849,1,10040,1,34,4,300,238.35215
22/03/2017,11455,103,RN,913619,1,10040,3,59,4,300,226.628442
22/03/2017,25251,210,RN,913770,1,10040,1,164,2,300,221.43
23/03/2017,42347,131,PE,912631,1,10040,1,178,4,300,177.28
23/03/2017,42594,131,PB,913728,1,10040,3,177,1,300,201.689038
23/03/2017,42575,131,MA,912816,1,10040,1,179,2,300,205.734
23/03/2017,42551,131,PB,912818,1,10040,1,169,4,300,208.39
24/03/2017,32989,211,CE,913619,1,10040,3,13,4,300,228.86
24/03/2017,11455,103,RN,913619,1,10040,3,59,2,300,226.63
25/03/2017,11850,101,RN,912811,1,10040,1,59,2,300,226.676296
25/03/2017,42671,202,PE,13849,1,10040,59,4,2,300,203.670534
25/03/2017,42671,202,PE,13852,1,10041,59,4,2,300,246.879461
27/03/2017,42746,131,PE,912818,1,10040,1,178,2,300,213.93
27/03/2017,42746,131,PE,912818,1,10040,1,178,2,300,213.93
28/03/2017,22858,203,SE,97781,1,10042,3,108,4,300,225.728512
28/03/2017,7062,203,PE,13852,1,10041,59,4,6,300,246.879461
28/03/2017,2546,201,PE,13017,1,10040,44,36,3,300,216.241629
29/03/2017,42843,131,PI,912818,1,10040,1,145,2,300,210.94226
31/03/2017,42973,131,PE,912818,1,10040,1,178,4,300,211.38
31/03/2017,43011,131,CE,12216,1,10040,1,176,1,300,215.411567
31/03/2017,42973,131,PE,912818,1,10040,1,178,4,300,211.38
31/03/2017,12619,101,RN,97781,1,10042,3,59,2,300,225.014167
31/03/2017,8291,211,CE,912827,1,10040,1,13,4,300,259.458475
31/03/2017,8289,211,CE,912827,1,10040,1,13,2,300,259.458475
1/04/2017,43031,131,PE,912822,1,10040,1,178,2,300,212.26
1/04/2017,6748,202,PE,13852,1,10041,59,43,6,300,246.877862
1/04/2017,43015,131,PE,912811,1,10040,1,178,2,300,234.617726
1/04/2017,43017,131,RN,912811,1,10040,1,59,2,300,226.676296
1/04/2017,33421,131,AL,912811,1,10040,1,31,4,300,222.03602
1/04/2017,43015,131,PE,912811,1,10040,1,178,2,300,234.617726
1/04/2017,43031,131,PE,912822,1,10040,1,178,2,300,212.26
3/04/2017,43076,131,MA,913658,1,10040,3,179,2,300,205.03
3/04/2017,26013,131,PE,912835,1,10040,1,178,2,300,216.766912
3/04/2017,43065,131,RN,12691,1,10040,3,127,4,300,252.911426
3/04/2017,43103,131,PB,912816,1,10040,1,169,4,300,205.96
3/04/2017,26013,131,PE,912835,1,10040,1,178,2,300,216.766912
4/04/2017,6549,103,CE,912849,1,10040,1,17,2,300,238.35215
4/04/2017,29982,211,CE,913619,1,10040,3,13,2,300,230.225663
4/04/2017,33601,211,CE,913619,1,10040,3,13,2,300,230.225663
5/04/2017,43189,131,RN,912822,1,10040,1,127,3,300,205.024154
6/04/2017,43262,131,PE,13006,1,10040,2,178,4,300,224.75
6/04/2017,10952,101,AL,13636,10002,10031,39,140,2,300,208.734
6/04/2017,43262,131,PE,13006,1,10040,2,178,4,300,224.75
7/04/2017,15944,101,AL,912818,1,10040,1,141,4,300,210.94226
7/04/2017,27978,101,PE,912215,1,10040,1,131,4,300,228.35
7/04/2017,43358,131,PI,13535,10002,10034,51,175,1,300,300.776832
7/04/2017,43350,131,RN,912822,1,10040,1,164,2,300,205.02
7/04/2017,27978,101,PE,912215,1,10040,1,131,4,300,228.35
8/04/2017,20219,101,PI,912811,1,10040,1,175,2,300,224.803328
10/04/2017,42385,131,SE,913770,1,10040,1,158,4,300,223.98
10/04/2017,12666,202,PE,13017,1,10040,44,36,4,300,216.241629
10/04/2017,29982,211,CE,913619,1,10040,3,13,2,300,228.86
10/04/2017,43468,131,MA,912835,1,10040,1,179,2,300,215.34
11/04/2017,43488,131,RN,913658,1,10040,3,164,4,300,204.806667
11/04/2017,30775,101,RN,912811,1,10040,1,164,4,300,224.13
12/04/2017,29982,211,CE,913619,1,10040,3,13,2,300,232.5
12/04/2017,11058,131,PE,912811,1,10040,1,131,2,300,222.56
12/04/2017,43590,131,CE,912811,1,10040,1,176,2,300,223.436089
12/04/2017,43570,131,PB,912816,1,10040,1,169,2,300,205.96
13/04/2017,12781,131,CE,912818,1,10040,1,176,4,300,210.8035
13/04/2017,15736,201,AL,912816,1,10040,1,140,4,300,208.51
13/04/2017,43661,131,PE,912818,1,10040,1,131,2,300,211.84
13/04/2017,43635,131,PI,912693,1,10040,1,193,2,300,184.826844
13/04/2017,43658,131,PI,912818,1,10040,1,75,2,300,210.94226
13/04/2017,27592,131,SE,912835,1,10040,1,158,4,300,218.02
17/04/2017,25533,131,CE,912693,1,10040,1,80,4,300,182.069926
17/04/2017,25533,131,CE,912693,1,10040,1,80,4,300,182.069926
17/04/2017,43743,131,SE,912822,1,10040,1,158,4,300,213.0025
18/04/2017,10063,202,CE,913090,1,10040,1,183,1,300,231.695574
18/04/2017,43804,131,PE,912822,1,10040,1,178,4,300,215.634615
18/04/2017,43804,131,PE,912822,1,10040,1,178,4,300,215.634615
19/04/2017,6936,202,CE,913619,1,10040,3,13,3,300,230.225663
19/04/2017,43231,131,MA,914092,1,10040,3,179,1,300,189.15
19/04/2017,20845,131,PE,912835,1,10040,1,178,1,300,217.355637
19/04/2017,20845,131,PE,912835,1,10040,1,178,1,300,217.355637
20/04/2017,37591,131,PE,913963,1,10040,1,178,2,300,174.13
20/04/2017,37591,131,PE,913963,1,10040,1,178,2,300,174.13
20/04/2017,41619,131,PE,912835,1,10040,1,178,2,300,217.355637
20/04/2017,9224,131,PI,912818,1,10040,1,75,2,300,210.94226
20/04/2017,14371,202,PE,13862,1,10041,59,36,4,300,223.701405
20/04/2017,41619,131,PE,912835,1,10040,1,178,2,300,217.355637
22/04/2017,44010,131,MA,912816,1,10040,1,179,4,300,205.96
22/04/2017,28182,131,PE,912816,1,10040,1,178,1,300,208.0276
22/04/2017,43987,131,CE,912811,1,10040,1,176,4,300,223.436089
22/04/2017,28182,131,PE,912816,1,10040,1,178,1,300,208.0276
22/04/2017,23745,131,PE,912816,1,10040,1,178,4,300,208.0276
22/04/2017,32989,211,CE,913619,1,10040,3,13,4,300,232.5
